booking_id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_date_full,arrival_month_name
INN12812,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,1,30,Online,0,0,0,80.0,1,Not_Canceled,2018-01-30,January
INN12813,2,0,0,1,Meal Plan 1,0,Room_Type 1,121,2018,6,9,Offline,0,0,0,120.0,0,Canceled,2018-06-09,June
INN12814,2,0,2,2,Meal Plan 1,0,Room_Type 1,14,2017,12,26,Online,0,0,0,99.5,0,Not_Canceled,2017-12-26,December
INN12815,1,0,1,3,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled,2018-06-06,June
INN12816,2,1,0,3,Meal Plan 1,0,Room_Type 1,46,2018,12,8,Online,0,0,0,111.6,1,Not_Canceled,2018-12-08,December
INN12817,2,0,0,2,Meal Plan 1,0,Room_Type 1,68,2017,9,29,Offline,0,0,0,48.0,0,Not_Canceled,2017-09-29,September
INN12818,2,2,0,3,Meal Plan 1,0,Room_Type 6,55,2018,10,6,Online,0,0,0,190.8,0,Canceled,2018-10-06,October
INN12819,3,0,2,1,Meal Plan 1,0,Room_Type 1,148,2018,8,21,Offline,0,0,0,96.9,0,Not_Canceled,2018-08-21,August
INN12820,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,3,30,Corporate,0,0,0,89.0,0,Not_Canceled,2018-03-30,March
INN12821,2,0,0,2,Meal Plan 1,0,Room_Type 4,18,2018,5,13,Online,0,0,0,156.0,0,Canceled,2018-05-13,May
INN12822,2,0,0,3,Meal Plan 1,0,Room_Type 1,124,2018,4,5,Offline,0,0,0,71.0,0,Not_Canceled,2018-04-05,April
INN12823,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Offline,0,0,0,90.0,0,Canceled,2018-10-05,October
INN12824,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,2018,6,24,Offline,0,0,0,90.0,0,Canceled,2018-06-24,June
INN12825,2,0,2,1,Meal Plan 1,0,Room_Type 1,110,2018,4,9,Online,0,0,0,93.3,0,Not_Canceled,2018-04-09,April
INN12826,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,12,12,Complementary,1,0,1,0.0,2,Not_Canceled,2018-12-12,December
INN12827,1,0,2,0,Meal Plan 1,0,Room_Type 1,0,2017,9,27,Corporate,1,1,2,65.0,0,Not_Canceled,2017-09-27,September
INN12828,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,80.0,0,Not_Canceled,2018-01-19,January
INN12829,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled,2018-06-06,June
INN12830,2,0,1,3,Not Selected,0,Room_Type 1,240,2018,10,27,Online,0,0,0,80.75,0,Canceled,2018-10-27,October
INN12831,2,0,2,3,Meal Plan 2,0,Room_Type 1,66,2018,11,6,Online,0,0,0,150.22,0,Canceled,2018-11-06,November
INN12832,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,107.0,0,Canceled,2018-09-26,September
INN12833,2,0,2,3,Meal Plan 1,0,Room_Type 1,40,2018,5,21,Online,0,0,0,126.9,0,Canceled,2018-05-21,May
INN12834,2,0,1,2,Meal Plan 1,0,Room_Type 4,189,2018,3,25,Offline,0,0,0,60.0,1,Not_Canceled,2018-03-25,March
INN12835,1,0,1,0,Not Selected,0,Room_Type 1,6,2018,9,12,Online,0,0,0,129.0,2,Not_Canceled,2018-09-12,September
INN12836,1,0,1,4,Meal Plan 1,0,Room_Type 1,64,2018,9,14,Offline,0,0,0,92.48,0,Not_Canceled,2018-09-14,September
INN12837,2,0,1,2,Meal Plan 1,0,Room_Type 1,25,2018,9,16,Online,0,0,0,155.67,4,Not_Canceled,2018-09-16,September
INN12838,3,0,0,3,Meal Plan 1,0,Room_Type 4,5,2018,3,24,Online,0,0,0,183.67,2,Not_Canceled,2018-03-24,March
INN12839,2,0,0,3,Meal Plan 1,0,Room_Type 1,64,2018,9,28,Offline,0,0,0,101.52,0,Not_Canceled,2018-09-28,September
INN12840,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,2017,9,8,Online,0,0,0,142.67,1,Not_Canceled,2017-09-08,September
INN12841,1,0,0,2,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,70.0,0,Not_Canceled,2018-01-19,January
INN12842,2,0,1,1,Meal Plan 1,0,Room_Type 1,183,2018,8,8,Online,0,0,0,105.3,1,Canceled,2018-08-08,August
INN12843,1,0,0,1,Meal Plan 1,0,Room_Type 1,28,2017,12,18,Corporate,0,0,0,65.0,0,Not_Canceled,2017-12-18,December
INN12844,1,0,1,2,Not Selected,0,Room_Type 1,4,2018,3,4,Online,0,0,0,89.0,2,Not_Canceled,2018-03-04,March
INN12845,2,2,2,2,Meal Plan 1,0,Room_Type 6,50,2018,12,23,Online,0,0,0,156.6,0,Canceled,2018-12-23,December
INN12846,2,0,0,2,Meal Plan 1,0,Room_Type 4,20,2018,1,21,Online,0,0,0,99.0,1,Not_Canceled,2018-01-21,January
INN12847,2,0,0,3,Meal Plan 2,0,Room_Type 1,85,2017,9,30,Offline,0,0,0,125.0,0,Not_Canceled,2017-09-30,September
INN12848,2,0,2,4,Meal Plan 1,0,Room_Type 4,54,2018,10,30,Online,0,0,0,111.0,1,Canceled,2018-10-30,October
INN12849,1,0,2,3,Meal Plan 1,0,Room_Type 1,17,2018,10,9,Aviation,0,0,0,95.0,0,Not_Canceled,2018-10-09,October
INN12850,2,0,1,4,Meal Plan 1,0,Room_Type 5,40,2018,9,5,Online,0,0,0,115.2,0,Not_Canceled,2018-09-05,September
INN12851,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,2018,9,26,Offline,0,0,0,95.0,0,Canceled,2018-09-26,September
INN12852,2,0,0,2,Meal Plan 1,0,Room_Type 4,16,2018,12,30,Online,0,0,0,148.0,1,Not_Canceled,2018-12-30,December
INN12853,2,1,2,1,Meal Plan 1,0,Room_Type 1,107,2018,5,7,Online,0,0,0,130.0,1,Canceled,2018-05-07,May
INN12854,1,0,1,3,Not Selected,0,Room_Type 1,6,2017,11,16,Online,0,0,0,73.15,0,Not_Canceled,2017-11-16,November
INN12855,2,0,0,2,Meal Plan 1,0,Room_Type 4,28,2017,9,10,Offline,0,0,0,97.0,0,Not_Canceled,2017-09-10,September
INN12856,2,0,2,2,Meal Plan 1,0,Room_Type 2,66,2018,2,27,Online,0,0,0,65.66,0,Canceled,2018-02-27,February
INN12857,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,6,22,Aviation,0,0,0,95.0,0,Not_Canceled,2018-06-22,June
INN12858,2,0,2,3,Not Selected,0,Room_Type 1,144,2018,10,23,Online,0,0,0,91.26,2,Not_Canceled,2018-10-23,October
INN12859,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110.0,0,Canceled,2018-09-19,September
INN12860,2,0,1,2,Meal Plan 1,0,Room_Type 1,38,2018,5,23,Online,0,0,0,126.9,1,Canceled,2018-05-23,May
INN12861,2,0,1,2,Meal Plan 1,0,Room_Type 1,222,2018,12,2,Online,0,0,0,72.9,2,Canceled,2018-12-02,December
INN12862,2,0,2,1,Not Selected,0,Room_Type 1,134,2018,11,12,Online,0,0,0,79.2,0,Canceled,2018-11-12,November
INN12863,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled,2017-09-18,September
INN12864,2,0,0,2,Meal Plan 1,0,Room_Type 1,105,2017,7,8,Online,0,0,0,76.5,1,Canceled,2017-07-08,July
INN12865,2,1,1,2,Meal Plan 1,0,Room_Type 1,42,2018,4,29,Online,0,0,0,143.1,2,Not_Canceled,2018-04-29,April
INN12866,2,0,0,5,Meal Plan 2,0,Room_Type 1,5,2018,11,8,Online,0,0,0,134.3,1,Not_Canceled,2018-11-08,November
INN12867,3,0,2,2,Meal Plan 1,0,Room_Type 4,18,2018,2,28,Online,0,0,0,130.0,2,Not_Canceled,2018-02-28,February
INN12868,2,0,0,3,Meal Plan 1,0,Room_Type 1,134,2017,8,13,Online,0,0,0,76.5,2,Not_Canceled,2017-08-13,August
INN12869,2,1,0,3,Meal Plan 1,0,Room_Type 1,92,2017,8,6,Offline,0,0,0,76.08,2,Not_Canceled,2017-08-06,August
INN12870,2,0,0,1,Not Selected,1,Room_Type 1,1,2017,12,30,Online,0,0,0,114.0,1,Not_Canceled,2017-12-30,December
INN12871,2,0,0,4,Meal Plan 1,0,Room_Type 1,84,2018,4,27,Online,0,0,0,105.4,1,Not_Canceled,2018-04-27,April
INN12872,2,0,2,1,Meal Plan 1,0,Room_Type 1,87,2018,6,26,Online,0,0,0,102.3,1,Not_Canceled,2018-06-26,June
INN12873,2,0,0,3,Meal Plan 1,0,Room_Type 1,9,2018,5,31,Online,0,0,0,104.8,0,Not_Canceled,2018-05-31,May
INN12874,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,11,Complementary,0,0,0,0.0,0,Not_Canceled,2017-08-11,August
INN12875,0,2,2,2,Meal Plan 1,0,Room_Type 2,87,2018,5,29,Online,0,0,0,112.01,1,Not_Canceled,2018-05-29,May
INN12876,0,2,2,2,Meal Plan 1,0,Room_Type 2,115,2018,6,26,Online,0,0,0,92.12,0,Canceled,2018-06-26,June
INN12877,2,0,2,2,Meal Plan 1,0,Room_Type 1,79,2018,7,9,Online,0,0,0,112.05,0,Canceled,2018-07-09,July
INN12878,1,0,1,0,Not Selected,0,Room_Type 1,3,2018,6,27,Offline,0,0,0,124.0,0,Not_Canceled,2018-06-27,June
INN12879,2,0,1,2,Meal Plan 1,0,Room_Type 1,186,2018,4,22,Offline,0,0,0,80.0,0,Not_Canceled,2018-04-22,April
INN12880,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,6,8,Offline,0,0,0,90.0,1,Not_Canceled,2018-06-08,June
INN12881,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,2018,5,5,Offline,0,0,0,144.0,0,Not_Canceled,2018-05-05,May
INN12882,2,0,2,1,Meal Plan 1,0,Room_Type 1,59,2018,11,12,Offline,0,0,0,75.0,0,Not_Canceled,2018-11-12,November
INN12883,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,2,27,Online,0,0,0,102.0,1,Not_Canceled,2018-02-27,February
INN12884,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled,2018-06-08,June
INN12885,2,0,1,2,Meal Plan 1,0,Room_Type 1,124,2018,8,1,Online,0,0,0,105.3,1,Not_Canceled,2018-08-01,August
INN12886,2,0,2,3,Meal Plan 1,0,Room_Type 1,12,2018,12,3,Offline,0,0,0,68.0,2,Not_Canceled,2018-12-03,December
INN12887,2,0,0,4,Meal Plan 1,0,Room_Type 1,7,2017,8,26,Online,0,0,0,90.0,2,Not_Canceled,2017-08-26,August
INN12888,2,0,2,1,Meal Plan 1,0,Room_Type 4,70,2018,3,13,Online,0,0,0,87.3,0,Canceled,2018-03-13,March
INN12889,2,0,0,3,Meal Plan 1,0,Room_Type 4,54,2018,4,7,Online,0,0,0,118.8,1,Not_Canceled,2018-04-07,April
INN12890,2,0,2,8,Meal Plan 1,0,Room_Type 4,78,2018,3,1,Online,0,0,0,83.85,1,Not_Canceled,2018-03-01,March
INN12891,2,0,0,1,Not Selected,0,Room_Type 1,33,2018,12,10,Online,0,0,0,88.0,1,Not_Canceled,2018-12-10,December
INN12892,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105.0,0,Not_Canceled,2017-09-24,September
INN12893,2,1,0,2,Meal Plan 1,0,Room_Type 1,195,2018,8,30,Online,0,0,0,112.5,1,Canceled,2018-08-30,August
INN12894,1,0,1,0,Meal Plan 1,0,Room_Type 1,13,2017,11,15,Corporate,0,0,0,65.0,0,Not_Canceled,2017-11-15,November
INN12895,2,0,1,4,Meal Plan 1,0,Room_Type 1,17,2017,12,21,Offline,0,0,0,58.0,0,Not_Canceled,2017-12-21,December
INN12896,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled,2017-08-14,August
INN12897,1,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,10,12,Offline,0,0,0,60.0,0,Not_Canceled,2017-10-12,October
INN12898,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,4,4,Offline,0,0,0,80.0,0,Canceled,2018-04-04,April
INN12899,1,1,2,1,Meal Plan 1,0,Room_Type 6,69,2018,5,7,Online,0,0,0,198.9,0,Not_Canceled,2018-05-07,May
INN12900,3,0,1,2,Meal Plan 1,0,Room_Type 1,80,2018,4,11,Online,0,0,0,137.7,2,Not_Canceled,2018-04-11,April
INN12901,3,0,0,3,Meal Plan 1,0,Room_Type 1,111,2018,4,26,Offline,0,0,0,105.4,1,Not_Canceled,2018-04-26,April
INN12902,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,11,19,Corporate,1,1,0,65.0,0,Not_Canceled,2017-11-19,November
INN12903,2,0,0,3,Not Selected,0,Room_Type 1,34,2018,4,14,Online,0,0,0,100.5,0,Canceled,2018-04-14,April
INN12904,2,0,1,1,Meal Plan 2,0,Room_Type 5,96,2017,9,28,Offline,0,0,0,138.0,0,Canceled,2017-09-28,September
INN12905,2,0,2,2,Meal Plan 1,0,Room_Type 1,226,2018,10,29,Offline,0,0,0,70.0,1,Not_Canceled,2018-10-29,October
INN12906,2,0,0,3,Not Selected,0,Room_Type 1,24,2018,8,31,Online,0,0,0,110.0,0,Not_Canceled,2018-08-31,August
INN12907,2,0,2,3,Not Selected,0,Room_Type 1,116,2018,9,25,Online,0,0,0,125.1,2,Not_Canceled,2018-09-25,September
INN12908,2,0,2,2,Meal Plan 1,0,Room_Type 2,109,2018,4,16,Online,0,0,0,75.76,0,Not_Canceled,2018-04-16,April
INN12909,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,7,Complementary,1,0,21,0.0,1,Not_Canceled,2018-04-07,April
INN12910,2,0,0,1,Not Selected,0,Room_Type 1,17,2018,3,19,Online,0,0,0,97.0,0,Not_Canceled,2018-03-19,March
INN12911,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,5,31,Corporate,0,0,0,65.0,0,Not_Canceled,2018-05-31,May
INN12912,2,0,2,3,Meal Plan 1,0,Room_Type 1,27,2018,3,6,Offline,0,0,0,87.0,0,Not_Canceled,2018-03-06,March
INN12913,2,0,0,3,Meal Plan 1,0,Room_Type 1,89,2018,7,5,Online,0,0,0,114.3,0,Canceled,2018-07-05,July
INN12914,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,27,Online,0,0,0,89.0,1,Not_Canceled,2018-02-27,February
INN12915,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,3,21,Corporate,1,0,1,79.0,0,Not_Canceled,2018-03-21,March
INN12916,2,0,1,2,Meal Plan 1,0,Room_Type 1,14,2017,9,21,Online,0,0,0,124.0,0,Not_Canceled,2017-09-21,September
INN12917,2,0,0,3,Meal Plan 1,0,Room_Type 4,162,2018,5,11,Online,0,0,0,135.0,0,Canceled,2018-05-11,May
INN12918,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,2017,8,10,Online,0,0,0,124.0,0,Not_Canceled,2017-08-10,August
INN12919,2,0,1,3,Meal Plan 1,0,Room_Type 1,86,2018,3,31,Online,0,0,0,82.45,1,Not_Canceled,2018-03-31,March
INN12920,1,0,5,10,Meal Plan 1,0,Room_Type 4,3,2018,5,9,Aviation,0,0,0,110.0,0,Canceled,2018-05-09,May
INN12921,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled,2018-02-19,February
INN12922,2,0,1,2,Meal Plan 1,0,Room_Type 1,28,2018,12,30,Offline,0,0,0,141.67,1,Not_Canceled,2018-12-30,December
INN12923,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,7,15,Online,0,0,0,151.0,1,Not_Canceled,2018-07-15,July
INN12924,2,0,1,2,Meal Plan 1,0,Room_Type 1,214,2018,10,7,Online,0,0,0,103.5,0,Canceled,2018-10-07,October
INN12925,2,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,90.0,1,Not_Canceled,2018-10-13,October
INN12926,2,0,0,3,Meal Plan 1,0,Room_Type 4,4,2018,9,13,Online,0,0,0,174.67,1,Not_Canceled,2018-09-13,September
INN12927,2,0,2,2,Meal Plan 1,0,Room_Type 1,99,2017,10,30,Offline,0,0,0,65.0,0,Canceled,2017-10-30,October
INN12928,2,2,2,1,Meal Plan 1,0,Room_Type 6,54,2018,3,27,Online,0,0,0,174.9,2,Not_Canceled,2018-03-27,March
INN12929,3,0,2,7,Meal Plan 1,0,Room_Type 7,13,2018,7,13,Online,0,0,0,265.44,2,Not_Canceled,2018-07-13,July
INN12930,2,0,2,3,Meal Plan 1,0,Room_Type 1,2,2018,3,20,Online,0,0,0,130.0,1,Not_Canceled,2018-03-20,March
INN12931,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled,2018-07-21,July
INN12932,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,108.0,0,Canceled,2017-09-04,September
INN12933,1,0,2,2,Meal Plan 1,0,Room_Type 1,5,2017,11,15,Online,0,0,0,93.5,1,Not_Canceled,2017-11-15,November
INN12934,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled,2018-06-14,June
INN12935,2,1,0,0,Meal Plan 1,0,Room_Type 4,2,2018,10,23,Complementary,1,0,1,0.0,1,Not_Canceled,2018-10-23,October
INN12936,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled,2018-04-06,April
INN12937,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,10,Offline,0,0,0,65.0,0,Not_Canceled,2017-10-10,October
INN12938,2,0,0,4,Meal Plan 2,0,Room_Type 1,39,2018,12,28,Online,0,0,0,192.95,0,Not_Canceled,2018-12-28,December
INN12939,2,0,2,5,Not Selected,0,Room_Type 1,111,2018,6,13,Online,0,0,0,109.65,1,Canceled,2018-06-13,June
INN12940,2,0,0,2,Meal Plan 1,0,Room_Type 1,70,2018,6,3,Offline,0,0,0,100.0,0,Not_Canceled,2018-06-03,June
INN12941,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2017,9,16,Online,0,0,0,114.0,1,Not_Canceled,2017-09-16,September
INN12942,2,0,2,1,Meal Plan 1,0,Room_Type 1,16,2018,10,29,Online,0,0,0,140.0,2,Not_Canceled,2018-10-29,October
INN12943,2,0,0,3,Meal Plan 1,0,Room_Type 1,21,2018,10,4,Offline,0,0,0,85.0,0,Not_Canceled,2018-10-04,October
INN12944,2,0,1,0,Meal Plan 1,1,Room_Type 1,16,2018,8,1,Online,0,0,0,130.0,1,Not_Canceled,2018-08-01,August
INN12945,2,0,0,4,Meal Plan 1,0,Room_Type 1,28,2017,10,20,Online,0,0,0,126.0,1,Not_Canceled,2017-10-20,October
INN12946,2,0,1,0,Not Selected,0,Room_Type 1,69,2018,4,10,Offline,0,0,0,72.25,0,Not_Canceled,2018-04-10,April
INN12947,2,0,2,2,Not Selected,0,Room_Type 1,82,2018,10,30,Online,0,0,0,59.85,1,Not_Canceled,2018-10-30,October
INN12948,2,0,0,1,Not Selected,0,Room_Type 1,150,2018,7,21,Offline,0,0,0,63.75,0,Canceled,2018-07-21,July
INN12949,2,0,0,3,Meal Plan 1,0,Room_Type 1,64,2018,7,26,Online,0,0,0,114.3,1,Not_Canceled,2018-07-26,July
INN12950,2,0,2,1,Meal Plan 1,0,Room_Type 1,148,2018,8,21,Offline,0,0,0,72.25,0,Not_Canceled,2018-08-21,August
INN12951,2,0,0,2,Meal Plan 1,0,Room_Type 1,308,2018,11,25,Offline,0,0,0,52.0,0,Canceled,2018-11-25,November
INN12952,2,0,2,2,Meal Plan 1,0,Room_Type 1,107,2017,12,18,Online,0,0,0,55.63,0,Canceled,2017-12-18,December
INN12953,2,0,0,2,Not Selected,0,Room_Type 1,12,2018,10,21,Online,0,0,0,140.0,1,Not_Canceled,2018-10-21,October
INN12954,2,0,2,3,Not Selected,0,Room_Type 1,25,2018,9,15,Online,0,0,0,135.0,1,Canceled,2018-09-15,September
INN12955,2,0,2,5,Not Selected,0,Room_Type 1,17,2018,12,29,Online,0,0,0,92.91,3,Not_Canceled,2018-12-29,December
INN12956,1,0,2,1,Meal Plan 1,0,Room_Type 1,38,2018,6,19,Offline,0,0,0,81.0,0,Canceled,2018-06-19,June
INN12957,3,0,1,3,Meal Plan 1,0,Room_Type 1,192,2018,8,4,Online,0,0,0,130.05,0,Canceled,2018-08-04,August
INN12958,2,2,1,2,Meal Plan 1,0,Room_Type 6,4,2018,4,11,Online,0,0,0,191.0,3,Not_Canceled,2018-04-11,April
INN12959,2,0,0,2,Not Selected,0,Room_Type 2,107,2018,6,14,Online,0,0,0,116.1,0,Canceled,2018-06-14,June
INN12960,2,0,0,3,Meal Plan 1,0,Room_Type 1,85,2017,7,30,Online,0,0,0,76.5,1,Not_Canceled,2017-07-30,July
INN12961,1,0,0,2,Not Selected,0,Room_Type 1,131,2018,8,5,Online,0,0,0,72.77,2,Not_Canceled,2018-08-05,August
INN12962,1,0,1,2,Meal Plan 1,0,Room_Type 1,256,2017,9,14,Offline,0,0,0,64.33,0,Not_Canceled,2017-09-14,September
INN12963,2,0,1,3,Meal Plan 1,0,Room_Type 1,99,2018,4,11,Online,0,0,0,82.45,0,Canceled,2018-04-11,April
INN12964,2,0,1,3,Meal Plan 1,0,Room_Type 1,217,2018,9,1,Offline,0,0,0,80.75,1,Not_Canceled,2018-09-01,September
INN12965,2,0,1,3,Meal Plan 2,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,86.0,0,Canceled,2017-10-08,October
INN12966,2,0,2,3,Meal Plan 1,0,Room_Type 1,36,2018,12,22,Online,0,0,0,88.4,1,Not_Canceled,2018-12-22,December
INN12967,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2017,10,5,Corporate,0,0,0,65.0,0,Not_Canceled,2017-10-05,October
INN12968,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled,2017-11-20,November
INN12969,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,6,17,Online,0,0,0,129.0,2,Not_Canceled,2018-06-17,June
INN12970,2,0,2,1,Meal Plan 1,0,Room_Type 1,248,2018,10,29,Online,0,0,0,74.15,0,Canceled,2018-10-29,October
INN12971,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,2,16,Online,0,0,0,91.0,0,Not_Canceled,2018-02-16,February
INN12972,2,0,1,1,Meal Plan 1,0,Room_Type 1,73,2018,6,4,Online,0,0,0,122.4,2,Not_Canceled,2018-06-04,June
INN12973,2,1,0,3,Meal Plan 1,0,Room_Type 1,166,2018,8,2,Online,0,0,0,121.5,2,Canceled,2018-08-02,August
INN12974,2,0,2,2,Meal Plan 1,0,Room_Type 4,187,2018,10,1,Online,0,0,0,122.4,1,Canceled,2018-10-01,October
INN12975,2,0,0,3,Not Selected,0,Room_Type 1,305,2018,12,29,Online,0,0,0,79.5,2,Canceled,2018-12-29,December
INN12976,2,0,2,1,Meal Plan 1,0,Room_Type 1,40,2017,12,26,Offline,0,0,0,38.67,0,Not_Canceled,2017-12-26,December
INN12977,2,0,3,10,Meal Plan 1,0,Room_Type 1,1,2017,8,11,Online,0,0,0,106.54,0,Canceled,2017-08-11,August
INN12978,2,0,0,4,Not Selected,0,Room_Type 1,66,2018,8,31,Online,0,0,0,120.6,0,Canceled,2018-08-31,August
INN12979,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled,2017-10-16,October
INN12980,2,0,0,5,Meal Plan 1,0,Room_Type 1,140,2017,12,29,Offline,0,0,0,70.0,0,Not_Canceled,2017-12-29,December
INN12981,2,0,0,1,Not Selected,0,Room_Type 1,125,2018,6,30,Online,0,0,0,85.5,1,Not_Canceled,2018-06-30,June
INN12982,2,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,4,15,Online,0,0,0,131.0,1,Not_Canceled,2018-04-15,April
INN12983,1,0,2,3,Meal Plan 1,0,Room_Type 1,1,2017,9,25,Offline,0,0,0,86.0,0,Not_Canceled,2017-09-25,September
INN12984,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,9,8,Online,0,0,0,149.0,0,Not_Canceled,2018-09-08,September
INN12985,2,0,0,2,Meal Plan 1,0,Room_Type 1,20,2017,10,7,Online,0,0,0,107.0,2,Not_Canceled,2017-10-07,October
INN12986,2,2,1,2,Meal Plan 1,0,Room_Type 6,45,2018,4,11,Online,0,0,0,177.3,2,Not_Canceled,2018-04-11,April
INN12987,2,0,2,4,Not Selected,0,Room_Type 1,25,2017,10,9,Online,0,0,0,101.33,2,Not_Canceled,2017-10-09,October
INN12988,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65.0,0,Not_Canceled,2017-12-04,December
INN12989,2,0,1,3,Meal Plan 1,0,Room_Type 1,43,2018,3,14,Online,0,0,0,81.9,1,Not_Canceled,2018-03-14,March
INN12990,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,5,Online,0,0,0,159.0,0,Not_Canceled,2018-07-05,July
INN12991,1,0,1,2,Meal Plan 1,0,Room_Type 1,180,2018,10,10,Offline,0,0,0,120.0,1,Canceled,2018-10-10,October
INN12992,2,0,2,8,Meal Plan 1,0,Room_Type 1,64,2018,8,23,Offline,0,0,0,105.93,0,Not_Canceled,2018-08-23,August
INN12993,2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,5,4,Offline,0,0,0,80.0,0,Not_Canceled,2018-05-04,May
INN12994,2,0,1,2,Not Selected,0,Room_Type 1,53,2018,6,27,Online,0,0,0,101.1,0,Canceled,2018-06-27,June
INN12995,2,0,0,4,Meal Plan 1,0,Room_Type 4,190,2018,6,8,Online,0,0,0,90.65,2,Canceled,2018-06-08,June
INN12996,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,65.0,0,Not_Canceled,2017-09-21,September
INN12997,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,9,30,Corporate,0,0,0,131.0,0,Not_Canceled,2018-09-30,September
INN12998,2,0,2,2,Meal Plan 1,0,Room_Type 1,42,2018,8,14,Online,0,0,0,144.9,1,Not_Canceled,2018-08-14,August
INN12999,2,0,0,2,Meal Plan 1,0,Room_Type 1,34,2017,10,13,Offline,0,0,0,82.8,0,Not_Canceled,2017-10-13,October
INN13000,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Canceled,2017-10-02,October
INN13001,2,0,2,5,Meal Plan 1,0,Room_Type 4,77,2018,3,26,Online,0,0,0,97.02,0,Canceled,2018-03-26,March
INN13002,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,2017,11,17,Corporate,0,0,0,62.0,0,Canceled,2017-11-17,November
